% Moku:Go Oscilloscope
% Channel A (Input 1, on), DC, 30 MHz, 1 MOhm, 10 Vpp, 1 x probe attenuation
% Channel B (Input 2, off), DC, 30 MHz, 1 MOhm, 10 Vpp, 1 x probe attenuation
% Time span 4.854 ms, time offset -7.124 ms, Normal acquisition mode, no averaging
% Edge trigger: Channel A, level 0.000 V, Auto mode, Rising edge, Auto sensitivity, noise reject off, HF reject off
% Output 1 (on) - Square, 164.000 000 Hz, 1.000 0 Vpp, offset 0.000 0 V, phase 0.000 000 deg, duty cycle 50.00 %
% Output 2 (off) - Square, 50.000 000 000 kHz, 500.0 mVpp, offset 0.000 0 V, phase 0.000 000 deg, duty cycle 50.00 %
% 
% Acquired 2026-04-30 T 15:53:54 +0200
% Time (s), Channel A (Input 1) (V)
7.371936000000e-03, -5.984368e-02
7.376928000000e-03, -5.984368e-02
7.381920000000e-03, -5.740108e-02
7.386912000000e-03, -5.740108e-02
7.391904000000e-03, -5.740108e-02
7.396896000000e-03, -5.617978e-02
7.401888000000e-03, -5.495848e-02
7.406880000000e-03, -5.251588e-02
7.411872000000e-03, -5.129458e-02
7.416864000000e-03, -5.007328e-02
7.421856000000e-03, -4.885198e-02
7.426848000000e-03, -4.640938e-02
7.431840000000e-03, -4.640938e-02
7.436832000000e-03, -4.396678e-02
7.441824000000e-03, -4.152418e-02
7.446816000000e-03, -4.274548e-02
7.451808000000e-03, -4.030288e-02
7.456800000000e-03, -3.908158e-02
7.461792000000e-03, -3.786029e-02
7.466784000000e-03, -3.663899e-02
7.471776000000e-03, -3.541769e-02
7.476768000000e-03, -3.297509e-02
7.481760000000e-03, -3.175379e-02
7.486752000000e-03, -2.931119e-02
7.491744000000e-03, -2.686859e-02
7.496736000000e-03, -2.686859e-02
7.501728000000e-03, -2.320469e-02
7.506720000000e-03, -2.198339e-02
7.511712000000e-03, -1.954079e-02
7.516704000000e-03, -1.709819e-02
7.521696000000e-03, -1.587689e-02
7.526688000000e-03, -1.343429e-02
7.531680000000e-03, -1.099170e-02
7.536672000000e-03, -7.327797e-03
7.541664000000e-03, -6.106498e-03
7.546656000000e-03, -3.663899e-03
7.551648000000e-03, -3.663899e-03
7.556640000000e-03, -2.442599e-03
7.561632000000e-03, 0.000000e+00
7.566624000000e-03, 2.442599e-03
7.571616000000e-03, 4.885198e-03
7.576608000000e-03, 7.327797e-03
7.581600000000e-03, 9.770396e-03
7.586592000000e-03, 1.221300e-02
7.591584000000e-03, 1.465559e-02
7.596576000000e-03, 1.831949e-02
7.601568000000e-03, 1.954079e-02
7.606560000000e-03, 2.076209e-02
7.611552000000e-03, 2.198339e-02
7.616544000000e-03, 2.442599e-02
7.621536000000e-03, 2.686859e-02
7.626528000000e-03, 2.931119e-02
7.631520000000e-03, 3.175379e-02
7.636512000000e-03, 3.419639e-02
7.641504000000e-03, 3.663899e-02
7.646496000000e-03, 3.908158e-02
7.651488000000e-03, 4.030288e-02
7.656480000000e-03, 4.274548e-02
7.661472000000e-03, 4.518808e-02
