% Moku:Go Frequency Response Analyzer
% Measurement mode: In / Out (dB)
% Channel 1 (on), DC, 30 MHz, 1 MOhm, 10 Vpp, amplitude 100 mVpp (on), offset 0.000 0 V (off), phase 0.000 deg
% Channel 2 (off), DC, 30 MHz, 1 MOhm, 10 Vpp, amplitude 100 mVpp (on), offset 0.000 0 V (off), phase 0.000 deg
% Logarithmic sweep from 750.7100 Hz to 897.0110 Hz with 2,048 pts, dynamic amplitude mode off, measuring fundamental, delay compensation 935.0 ns (auto), normalization off
% Averaging time 1.00 us, 3 cycles; Settling time 10.0 us, 3 cycles
% 
% Acquired 2026-04-30 T 14:57:20 +0200
% Frequency (Hz), Channel 1 Magnitude (dB), Channel 1 Phase (deg)
8.41427345e+02, -3.0798e+00, -3.1134e+02
8.41457074e+02, -3.0526e+00, -3.1182e+02
8.41486804e+02, -2.9727e+00, -3.1276e+02
8.41516535e+02, -3.1728e+00, -3.1140e+02
8.41546267e+02, -3.0382e+00, -3.1242e+02
8.41576000e+02, -2.9870e+00, -3.1331e+02
8.41605734e+02, -3.1190e+00, -3.1131e+02
8.41635469e+02, -2.9508e+00, -3.1274e+02
8.41665206e+02, -3.0368e+00, -3.1284e+02
8.41694943e+02, -3.2377e+00, -3.1168e+02
8.41724681e+02, -2.9961e+00, -3.1291e+02
8.41754421e+02, -3.1920e+00, -3.1202e+02
8.41784161e+02, -3.2073e+00, -3.1109e+02
8.41813903e+02, -3.1948e+00, -3.1271e+02
8.41843646e+02, -3.3781e+00, -3.1138e+02
8.41873389e+02, -3.3498e+00, -3.1133e+02
8.41903134e+02, -3.2709e+00, -3.1245e+02
8.41932880e+02, -3.5281e+00, -3.1104e+02
8.41962627e+02, -3.4134e+00, -3.1235e+02
8.41992374e+02, -3.4055e+00, -3.1302e+02
8.42022123e+02, -3.5958e+00, -3.1169e+02
8.42051873e+02, -3.3756e+00, -3.1303e+02
8.42081624e+02, -3.4803e+00, -3.1296e+02
8.42111376e+02, -3.6421e+00, -3.1181e+02
8.42141130e+02, -3.3093e+00, -3.1314e+02
8.42170884e+02, -3.4679e+00, -3.1280e+02
8.42200639e+02, -3.5292e+00, -3.1257e+02
8.42230395e+02, -2.9950e+00, -3.1421e+02
8.42260153e+02, -3.5414e+00, -3.1191e+02
8.42289911e+02, -3.4416e+00, -3.1235e+02
8.42319670e+02, -3.4629e+00, -3.1317e+02
8.42349431e+02, -3.7755e+00, -3.1109e+02
8.42379192e+02, -3.7033e+00, -3.1256e+02
8.42408955e+02, -3.6360e+00, -3.1289e+02
8.42438719e+02, -3.9220e+00, -3.1221e+02
8.42468483e+02, -3.7347e+00, -3.1356e+02
8.42498249e+02, -3.8174e+00, -3.1237e+02
8.42528016e+02, -4.0362e+00, -3.1127e+02
8.42557784e+02, -3.7037e+00, -3.1394e+02
8.42587553e+02, -3.9368e+00, -3.1332e+02
8.42617323e+02, -4.0300e+00, -3.1265e+02
8.42647094e+02, -3.7984e+00, -3.1551e+02
8.42676866e+02, -3.9481e+00, -3.1255e+02
8.42706639e+02, -3.9673e+00, -3.1381e+02
8.42736413e+02, -3.7519e+00, -3.1447e+02
8.42766188e+02, -4.0632e+00, -3.1181e+02
8.42795964e+02, -3.9668e+00, -3.1321e+02
8.42825742e+02, -3.8560e+00, -3.1353e+02
8.42855520e+02, -4.1647e+00, -3.1175e+02
8.42885300e+02, -3.9440e+00, -3.1305e+02
8.42915080e+02, -3.9619e+00, -3.1283e+02
8.42944862e+02, -4.2357e+00, -3.1119e+02
8.42974644e+02, -4.0750e+00, -3.1384e+02
8.43004428e+02, -4.0926e+00, -3.1271e+02
8.43034212e+02, -4.3059e+00, -3.1185e+02
8.43063998e+02, -4.0892e+00, -3.1397e+02
8.43093785e+02, -4.4310e+00, -3.1103e+02
8.43123573e+02, -4.4139e+00, -3.1296e+02
8.43153362e+02, -4.0822e+00, -3.1424e+02
8.43183152e+02, -4.3374e+00, -3.1307e+02
8.43212943e+02, -4.3338e+00, -3.1443e+02
8.43242735e+02, -4.2757e+00, -3.1463e+02
8.43272528e+02, -4.5039e+00, -3.1343e+02
8.43302322e+02, -4.3605e+00, -3.1429e+02
8.43332117e+02, -4.2873e+00, -3.1433e+02
8.43361913e+02, -4.5272e+00, -3.1201e+02
8.43391711e+02, -4.2399e+00, -3.1356e+02
8.43421509e+02, -4.3042e+00, -3.1362e+02
8.43451309e+02, -4.5223e+00, -3.1228e+02
8.43481109e+02, -4.2595e+00, -3.1373e+02
8.43510911e+02, -3.8902e+00, -3.1257e+02
8.43540713e+02, -4.4947e+00, -3.1206e+02
8.43570517e+02, -4.4409e+00, -3.1454e+02
8.43600321e+02, -4.6872e+00, -3.1307e+02
8.43630127e+02, -4.6696e+00, -3.1294e+02
8.43659934e+02, -4.5100e+00, -3.1407e+02
8.43689742e+02, -4.8842e+00, -3.1200e+02
8.43719551e+02, -4.7607e+00, -3.1393e+02
8.43749361e+02, -4.6881e+00, -3.1422e+02
8.43779172e+02, -4.7866e+00, -3.1221e+02
8.43808984e+02, -4.7239e+00, -3.1407e+02
8.43838797e+02, -4.8414e+00, -3.1398e+02
8.43868611e+02, -4.9480e+00, -3.1258e+02
8.43898426e+02, -4.6460e+00, -3.1502e+02
8.43928242e+02, -4.8198e+00, -3.1434e+02
8.43958060e+02, -4.8964e+00, -3.1437e+02
8.43987878e+02, -4.6515e+00, -3.1496e+02
8.44017698e+02, -4.8930e+00, -3.1316e+02
8.44047518e+02, -4.7777e+00, -3.1457e+02
8.44077340e+02, -4.6179e+00, -3.1505e+02
8.44107162e+02, -5.0368e+00, -3.1236e+02
8.44136986e+02, -4.7933e+00, -3.1388e+02
8.44166811e+02, -4.7791e+00, -3.1450e+02
8.44196636e+02, -5.0870e+00, -3.1255e+02
8.44226463e+02, -4.8804e+00, -3.1392e+02
8.44256291e+02, -4.8190e+00, -3.1366e+02
8.44286120e+02, -5.1240e+00, -3.1189e+02
8.44315950e+02, -4.9387e+00, -3.1465e+02
8.44345781e+02, -4.9872e+00, -3.1322e+02
8.44375613e+02, -4.9471e+00, -3.1122e+02
8.44405446e+02, -4.8915e+00, -3.1489e+02
8.44435280e+02, -5.1732e+00, -3.1414e+02
8.44465115e+02, -5.3660e+00, -3.1345e+02
8.44494952e+02, -5.0964e+00, -3.1518e+02
8.44524789e+02, -5.3165e+00, -3.1343e+02
8.44554627e+02, -5.3208e+00, -3.1413e+02
8.44584467e+02, -5.1715e+00, -3.1513e+02
8.44614307e+02, -5.4453e+00, -3.1308e+02
8.44644149e+02, -5.1971e+00, -3.1492e+02
8.44673992e+02, -5.1627e+00, -3.1592e+02
8.44703835e+02, -5.4031e+00, -3.1352e+02
8.44733680e+02, -5.0809e+00, -3.1545e+02
8.44763526e+02, -5.1854e+00, -3.1509e+02
8.44793373e+02, -5.5710e+00, -3.1584e+02
8.44823221e+02, -5.1386e+00, -3.1515e+02
8.44853069e+02, -5.2859e+00, -3.1418e+02
8.44882919e+02, -5.3322e+00, -3.1377e+02
8.44912771e+02, -5.1875e+00, -3.1548e+02
8.44942623e+02, -5.4308e+00, -3.1390e+02
8.44972476e+02, -5.4058e+00, -3.1417e+02
8.45002330e+02, -5.2150e+00, -3.1497e+02
8.45032185e+02, -5.5866e+00, -3.1323e+02
8.45062042e+02, -5.4477e+00, -3.1420e+02
8.45091899e+02, -5.2935e+00, -3.1462e+02
8.45121757e+02, -5.7427e+00, -3.1316e+02
8.45151617e+02, -5.4970e+00, -3.1505e+02
8.45181477e+02, -5.5534e+00, -3.1370e+02
8.45211339e+02, -5.8681e+00, -3.1231e+02
8.45241202e+02, -5.4734e+00, -3.1385e+02
8.45271065e+02, -5.5967e+00, -3.1375e+02
8.45300930e+02, -5.7858e+00, -3.1274e+02
8.45330796e+02, -5.5079e+00, -3.1560e+02
8.45360663e+02, -5.6944e+00, -3.1441e+02
8.45390531e+02, -5.8643e+00, -3.1439e+02
8.45420400e+02, -5.5660e+00, -3.1660e+02
8.45450270e+02, -5.8900e+00, -3.1410e+02
8.45480141e+02, -5.8426e+00, -3.1497e+02
8.45510013e+02, -5.7636e+00, -3.1542e+02
8.45539886e+02, -5.9624e+00, -3.1336e+02
8.45569761e+02, -5.7703e+00, -3.1455e+02
8.45599636e+02, -5.6592e+00, -3.1663e+02
8.45629512e+02, -5.9385e+00, -3.1393e+02
8.45659390e+02, -5.8954e+00, -3.1779e+02
8.45689268e+02, -5.7428e+00, -3.1622e+02
8.45719148e+02, -6.0905e+00, -3.1419e+02
8.45749028e+02, -5.7197e+00, -3.1612e+02
8.45778910e+02, -5.8498e+00, -3.1484e+02
8.45808793e+02, -5.9599e+00, -3.1355e+02
8.45838676e+02, -5.7726e+00, -3.1461e+02
8.45868561e+02, -5.9382e+00, -3.1397e+02
8.45898447e+02, -5.8185e+00, -3.1440e+02
8.45928334e+02, -5.7518e+00, -3.1578e+02
8.45958222e+02, -6.1766e+00, -3.1302e+02
8.45988111e+02, -5.9166e+00, -3.1515e+02
8.46018001e+02, -5.8980e+00, -3.1513e+02
8.46047892e+02, -6.3051e+00, -3.1353e+02
8.46077785e+02, -5.9881e+00, -3.1497e+02
8.46107678e+02, -6.0003e+00, -3.1319e+02
8.46137572e+02, -6.3593e+00, -3.1242e+02
8.46167468e+02, -5.9494e+00, -3.1605e+02
8.46197364e+02, -6.0575e+00, -3.1487e+02
8.46227261e+02, -6.4004e+00, -3.1343e+02
8.46257160e+02, -6.1513e+00, -3.1631e+02
8.46287060e+02, -6.3459e+00, -3.1428e+02
8.46316960e+02, -6.4848e+00, -3.1301e+02
8.46346862e+02, -6.1520e+00, -3.1577e+02
8.46376765e+02, -6.3802e+00, -3.1409e+02
8.46406669e+02, -6.3977e+00, -3.1412e+02
8.46436574e+02, -6.1876e+00, -3.1588e+02
8.46466479e+02, -6.5037e+00, -3.1391e+02
8.46496386e+02, -6.3819e+00, -3.1624e+02
8.46526295e+02, -6.5940e+00, -3.1254e+02
8.46556204e+02, -6.5382e+00, -3.1499e+02
8.46586114e+02, -6.2919e+00, -3.1636e+02
8.46616025e+02, -6.4398e+00, -3.1674e+02
8.46645937e+02, -6.6861e+00, -3.1456e+02
8.46675851e+02, -6.1825e+00, -3.1707e+02
8.46705765e+02, -6.4798e+00, -3.1554e+02
8.46735681e+02, -6.5257e+00, -3.1536e+02
8.46765597e+02, -6.1908e+00, -3.1675e+02
8.46795515e+02, -6.6012e+00, -3.1487e+02
8.46825433e+02, -6.5195e+00, -3.1619e+02
8.46855353e+02, -6.3188e+00, -3.1681e+02
8.46885274e+02, -6.5950e+00, -3.1414e+02
8.46915195e+02, -6.4174e+00, -3.1615e+02
8.46945118e+02, -6.2808e+00, -3.1696e+02
8.46975042e+02, -6.7579e+00, -3.1463e+02
8.47004967e+02, -6.4539e+00, -3.1611e+02
8.47034893e+02, -6.3811e+00, -3.1642e+02
8.47064820e+02, -6.8063e+00, -3.1316e+02
8.47094748e+02, -6.4399e+00, -3.1542e+02
8.47124678e+02, -6.3625e+00, -3.1613e+02
8.47154608e+02, -6.6881e+00, -3.1418e+02
8.47184539e+02, -6.3300e+00, -3.1617e+02
8.47214472e+02, -6.5986e+00, -3.1533e+02
8.47244405e+02, -6.7928e+00, -3.1446e+02
8.47274340e+02, -6.6014e+00, -3.1573e+02
8.47304275e+02, -6.7745e+00, -3.1429e+02
8.47334212e+02, -6.6521e+00, -3.1441e+02
8.47364149e+02, -6.4503e+00, -3.1613e+02
8.47394088e+02, -7.3315e+00, -3.1747e+02
8.47424028e+02, -6.6967e+00, -3.1515e+02
8.47453969e+02, -6.6616e+00, -3.1617e+02
8.47483911e+02, -7.1018e+00, -3.1401e+02
8.47513853e+02, -6.8157e+00, -3.1694e+02
8.47543797e+02, -6.8667e+00, -3.1360e+02
8.47573743e+02, -7.0731e+00, -3.1220e+02
8.47603689e+02, -6.7579e+00, -3.1649e+02
8.47633636e+02, -6.8916e+00, -3.1517e+02
8.47663584e+02, -7.1305e+00, -3.1481e+02
8.47693533e+02, -7.0029e+00, -3.1692e+02
8.47723484e+02, -7.2339e+00, -3.1513e+02
8.47753435e+02, -7.4090e+00, -3.1275e+02
8.47783388e+02, -6.8622e+00, -3.1534e+02
8.47813341e+02, -6.9255e+00, -3.1345e+02
8.47843296e+02, -7.0098e+00, -3.1550e+02
8.47873251e+02, -6.7683e+00, -3.1751e+02
8.47903208e+02, -7.4125e+00, -3.1565e+02
8.47933166e+02, -7.3151e+00, -3.1770e+02
8.47963125e+02, -7.4510e+00, -3.1656e+02
8.47993085e+02, -7.4457e+00, -3.1453e+02
8.48023046e+02, -7.1357e+00, -3.1599e+02
8.48053008e+02, -7.1145e+00, -3.1422e+02
8.48082971e+02, -7.2250e+00, -3.1344e+02
8.48112935e+02, -6.7143e+00, -3.1845e+02
8.48142900e+02, -7.2464e+00, -3.1709e+02
8.48172866e+02, -7.5170e+00, -3.1710e+02
8.48202833e+02, -7.3053e+00, -3.1847e+02
8.48232802e+02, -7.7272e+00, -3.1455e+02
8.48262771e+02, -7.4766e+00, -3.1233e+02
8.48292742e+02, -7.0551e+00, -3.1595e+02
8.48322713e+02, -7.0449e+00, -3.1492e+02
8.48352686e+02, -7.1859e+00, -3.1797e+02
8.48382659e+02, -7.0544e+00, -3.1928e+02
8.48412634e+02, -7.5354e+00, -3.1721e+02
8.48442610e+02, -7.5130e+00, -3.1766e+02
8.48472587e+02, -7.5768e+00, -3.1740e+02
8.48502565e+02, -7.6295e+00, -3.1425e+02
8.48532543e+02, -7.0742e+00, -3.1591e+02
8.48562523e+02, -7.2602e+00, -3.1688e+02
8.48592505e+02, -7.4611e+00, -3.1499e+02
8.48622487e+02, -6.9755e+00, -3.1892e+02
8.48652470e+02, -7.4989e+00, -3.1806e+02
8.48682454e+02, -7.6678e+00, -3.1498e+02
8.48712439e+02, -7.3392e+00, -3.1706e+02
8.48742426e+02, -7.6341e+00, -3.1505e+02
8.48772413e+02, -7.5911e+00, -3.1636e+02
8.48802402e+02, -7.1870e+00, -3.1734e+02
8.48832391e+02, -7.4363e+00, -3.1538e+02
8.48862382e+02, -7.3974e+00, -3.1788e+02
8.48892373e+02, -7.4019e+00, -3.1844e+02
8.48922366e+02, -7.8367e+00, -3.1597e+02
8.48952360e+02, -7.5912e+00, -3.1695e+02
8.48982355e+02, -7.3659e+00, -3.1700e+02
8.49012351e+02, -7.6658e+00, -3.1379e+02
8.49042348e+02, -7.2438e+00, -3.1641e+02
8.49072346e+02, -7.3800e+00, -3.1855e+02
8.49102345e+02, -7.7528e+00, -3.1666e+02
8.49132345e+02, -7.5804e+00, -3.1729e+02
8.49162346e+02, -7.7267e+00, -3.1690e+02
8.49192348e+02, -7.8076e+00, -3.1621e+02
8.49222352e+02, -7.4378e+00, -3.1650e+02
8.49252356e+02, -7.7953e+00, -3.1497e+02
8.49282361e+02, -7.5888e+00, -3.1657e+02
8.49312368e+02, -7.4048e+00, -3.1784e+02
8.49342375e+02, -7.7518e+00, -3.1525e+02
8.49372384e+02, -7.6512e+00, -3.1765e+02
8.49402394e+02, -7.5491e+00, -3.1773e+02
8.49432404e+02, -7.9556e+00, -3.1498e+02
8.49462416e+02, -7.7312e+00, -3.1711e+02
8.49492429e+02, -7.5146e+00, -3.1737e+02
8.49522443e+02, -7.9062e+00, -3.1522e+02
8.49552458e+02, -8.0072e+00, -3.1647e+02
8.49582474e+02, -7.7658e+00, -3.1773e+02
8.49612491e+02, -7.9878e+00, -3.1530e+02
8.49642509e+02, -7.5527e+00, -3.1802e+02
8.49672528e+02, -7.9299e+00, -3.1708e+02
8.49702549e+02, -7.9071e+00, -3.1628e+02
8.49732570e+02, -7.6899e+00, -3.1741e+02
8.49762592e+02, -7.9900e+00, -3.1554e+02
8.49792616e+02, -7.8779e+00, -3.1638e+02
8.49822640e+02, -7.5053e+00, -3.1772e+02
8.49852666e+02, -7.9689e+00, -3.1509e+02
8.49882693e+02, -7.8733e+00, -3.1760e+02
8.49912720e+02, -7.8655e+00, -3.1848e+02
8.49942749e+02, -8.3102e+00, -3.1524e+02
8.49972779e+02, -7.8926e+00, -3.1660e+02
8.50002810e+02, -8.0218e+00, -3.1526e+02
8.50032842e+02, -8.1762e+00, -3.1482e+02
8.50062875e+02, -7.7900e+00, -3.1740e+02
8.50092909e+02, -7.8009e+00, -3.1826e+02
8.50122944e+02, -8.2350e+00, -3.1658e+02
8.50152980e+02, -7.8042e+00, -3.1808e+02
8.50183017e+02, -8.1739e+00, -3.1736e+02
8.50213056e+02, -8.2700e+00, -3.1607e+02
8.50243095e+02, -7.8508e+00, -3.1690e+02
8.50273136e+02, -8.2681e+00, -3.1570e+02
8.50303177e+02, -8.1187e+00, -3.1739e+02
8.50333220e+02, -7.8915e+00, -3.1875e+02
8.50363263e+02, -8.3646e+00, -3.1471e+02
8.50393308e+02, -8.1922e+00, -3.1794e+02
8.50423354e+02, -8.3772e+00, -3.1565e+02
8.50453400e+02, -8.3191e+00, -3.1582e+02
8.50483448e+02, -8.1624e+00, -3.1691e+02
8.50513497e+02, -8.0767e+00, -3.1831e+02
8.50543547e+02, -8.3827e+00, -3.1557e+02
8.50573598e+02, -8.0750e+00, -3.1825e+02
8.50603650e+02, -8.2624e+00, -3.1857e+02
8.50633704e+02, -8.6309e+00, -3.1572e+02
8.50663758e+02, -7.9842e+00, -3.1780e+02
8.50693813e+02, -8.3969e+00, -3.1729e+02
8.50723869e+02, -8.4227e+00, -3.1676e+02
8.50753927e+02, -8.0263e+00, -3.1819e+02
8.50783985e+02, -8.4223e+00, -3.1699e+02
8.50814045e+02, -8.4510e+00, -3.1778e+02
8.50844106e+02, -8.1821e+00, -3.1899e+02
8.50874167e+02, -8.3033e+00, -3.1294e+02
8.50904230e+02, -8.4935e+00, -3.1810e+02
8.50934294e+02, -8.2270e+00, -3.1836e+02
8.50964359e+02, -8.6516e+00, -3.1607e+02
8.50994424e+02, -8.3789e+00, -3.1849e+02
8.51024491e+02, -8.4514e+00, -3.1859e+02
8.51054560e+02, -8.7110e+00, -3.1499e+02
8.51084629e+02, -8.2449e+00, -3.1755e+02
8.51114699e+02, -8.5415e+00, -3.1778e+02
8.51144770e+02, -8.9018e+00, -3.1575e+02
8.51174842e+02, -8.2380e+00, -3.2013e+02
8.51204916e+02, -8.7645e+00, -3.1779e+02
8.51234990e+02, -8.8677e+00, -3.1634e+02
8.51265066e+02, -8.4286e+00, -3.1822e+02
8.51295142e+02, -8.6433e+00, -3.1515e+02
8.51325220e+02, -8.8298e+00, -3.1781e+02
8.51355298e+02, -8.3150e+00, -3.1899e+02
8.51385378e+02, -8.8608e+00, -3.1616e+02
8.51415459e+02, -8.8014e+00, -3.1753e+02
8.51445541e+02, -8.5389e+00, -3.1777e+02
8.51475624e+02, -9.0363e+00, -3.1538e+02
8.51505708e+02, -8.7595e+00, -3.1780e+02
8.51535793e+02, -8.7489e+00, -3.1928e+02
8.51565879e+02, -8.8988e+00, -3.1655e+02
8.51595966e+02, -8.7019e+00, -3.1875e+02
8.51626054e+02, -9.0490e+00, -3.1824e+02
8.51656144e+02, -9.2409e+00, -3.1470e+02
8.51686234e+02, -8.4913e+00, -3.1889e+02
8.51716325e+02, -8.8847e+00, -3.1726e+02
8.51746418e+02, -8.5019e+00, -3.1934e+02
8.51776511e+02, -8.6661e+00, -3.1906e+02
8.51806606e+02, -9.0229e+00, -3.1653e+02
8.51836702e+02, -9.3305e+00, -3.1470e+02
8.51866798e+02, -8.7024e+00, -3.1882e+02
8.51896896e+02, -9.0064e+00, -3.1563e+02
8.51926995e+02, -9.0109e+00, -3.1654e+02
8.51957095e+02, -8.6368e+00, -3.1824e+02
8.51987196e+02, -9.2916e+00, -3.1543e+02
8.52017298e+02, -9.0260e+00, -3.1691e+02
8.52047401e+02, -8.9598e+00, -3.1675e+02
8.52077505e+02, -9.0285e+00, -3.1483e+02
8.52107611e+02, -8.8466e+00, -3.1805e+02
8.52137717e+02, -8.9840e+00, -3.1668e+02
8.52167824e+02, -9.2554e+00, -3.1485e+02
8.52197933e+02, -8.7804e+00, -3.1820e+02
8.52228042e+02, -8.9330e+00, -3.1484e+02
8.52258153e+02, -9.3292e+00, -3.1508e+02
8.52288264e+02, -8.6924e+00, -3.1806e+02
8.52318377e+02, -9.0263e+00, -3.1649e+02
8.52348491e+02, -9.0884e+00, -3.1508e+02
8.52378606e+02, -8.8578e+00, -3.1805e+02
8.52408722e+02, -9.2836e+00, -3.1500e+02
8.52438839e+02, -9.1390e+00, -3.1569e+02
8.52468957e+02, -8.7520e+00, -3.1781e+02
8.52499076e+02, -9.2693e+00, -3.1429e+02
8.52529196e+02, -8.9585e+00, -3.1759e+02
8.52559317e+02, -8.7216e+00, -3.1826e+02
8.52589439e+02, -9.3637e+00, -3.1573e+02
8.52619563e+02, -9.5311e+00, -3.1249e+02
8.52649687e+02, -8.7344e+00, -3.1751e+02
8.52679812e+02, -9.2285e+00, -3.1444e+02
8.52709939e+02, -8.8774e+00, -3.1857e+02
8.52740067e+02, -8.9015e+00, -3.1901e+02
8.52770195e+02, -9.3890e+00, -3.1700e+02
8.52800325e+02, -8.9127e+00, -3.1913e+02
8.52830456e+02, -9.2409e+00, -3.1718e+02
8.52860588e+02, -9.2677e+00, -3.1617e+02
8.52890721e+02, -8.7326e+00, -3.1803e+02
8.52920854e+02, -9.2084e+00, -3.1610e+02
8.52950990e+02, -9.3472e+00, -3.1960e+02
8.52981126e+02, -8.9998e+00, -3.2014e+02
8.53011263e+02, -9.5044e+00, -3.1568e+02
8.53041401e+02, -9.4628e+00, -3.1770e+02
8.53071540e+02, -9.1476e+00, -3.1816e+02
8.53101681e+02, -9.4564e+00, -3.1616e+02
8.53131822e+02, -9.2377e+00, -3.1927e+02
8.53161965e+02, -9.2650e+00, -3.1973e+02
8.53192108e+02, -9.6940e+00, -3.1699e+02
8.53222253e+02, -9.3916e+00, -3.1918e+02
8.53252399e+02, -9.6676e+00, -3.1825e+02
8.53282545e+02, -9.7671e+00, -3.1622e+02
8.53312693e+02, -9.0508e+00, -3.1977e+02
8.53342842e+02, -9.5886e+00, -3.1874e+02
8.53372992e+02, -9.8180e+00, -3.1708e+02
8.53403143e+02, -9.3291e+00, -3.1872e+02
8.53433295e+02, -9.6027e+00, -3.1531e+02
8.53463448e+02, -9.7390e+00, -3.1532e+02
8.53493602e+02, -9.4323e+00, -3.2405e+02
8.53523758e+02, -9.7409e+00, -3.1729e+02
8.53553914e+02, -9.8039e+00, -3.1623e+02
8.53584071e+02, -9.4392e+00, -3.1826e+02
8.53614230e+02, -9.8590e+00, -3.1363e+02
8.53644390e+02, -9.5335e+00, -3.1627e+02
8.53674550e+02, -9.3392e+00, -3.1673e+02
8.53704712e+02, -9.8039e+00, -3.1594e+02
8.53734875e+02, -9.4763e+00, -3.1833e+02
8.53765038e+02, -9.3175e+00, -3.1681e+02
8.53795203e+02, -9.7608e+00, -3.1391e+02
8.53825369e+02, -9.4206e+00, -3.1788e+02
8.53855536e+02, -9.3799e+00, -3.1764e+02
8.53885704e+02, -9.8376e+00, -3.1594e+02
8.53915873e+02, -9.3361e+00, -3.1845e+02
8.53946044e+02, -9.5257e+00, -3.1325e+02
8.53976215e+02, -9.5728e+00, -3.1622e+02
8.54006387e+02, -9.2730e+00, -3.1869e+02
8.54036561e+02, -9.7663e+00, -3.1702e+02
8.54066735e+02, -9.6999e+00, -3.1843e+02
8.54096911e+02, -9.2934e+00, -3.1975e+02
8.54127087e+02, -9.8264e+00, -3.1602e+02
8.54157265e+02, -9.6931e+00, -3.1867e+02
8.54187444e+02, -9.4807e+00, -3.1945e+02
8.54217623e+02, -1.0091e+01, -3.1687e+02
8.54247804e+02, -9.7248e+00, -3.1896e+02
8.54277986e+02, -9.6237e+00, -3.1896e+02
8.54308169e+02, -9.8793e+00, -3.1688e+02
8.54338353e+02, -9.5527e+00, -3.1964e+02
8.54368538e+02, -9.8624e+00, -3.2275e+02
8.54398725e+02, -1.0309e+01, -3.1631e+02
8.54428912e+02, -9.6794e+00, -3.1944e+02
8.54459100e+02, -9.9742e+00, -3.1692e+02
8.54489289e+02, -1.0147e+01, -3.1638e+02
8.54519480e+02, -9.5691e+00, -3.1961e+02
8.54549671e+02, -1.0099e+01, -3.1702e+02
8.54579864e+02, -1.0383e+01, -3.1463e+02
8.54610058e+02, -9.7089e+00, -3.1884e+02
8.54640252e+02, -1.0066e+01, -3.1559e+02
8.54670448e+02, -9.8662e+00, -3.1577e+02
8.54700645e+02, -9.5489e+00, -3.1872e+02
8.54730843e+02, -1.0293e+01, -3.1513e+02
8.54761042e+02, -9.9100e+00, -3.1680e+02
8.54791242e+02, -9.7414e+00, -3.1811e+02
8.54821443e+02, -9.9704e+00, -3.1139e+02
8.54851645e+02, -9.7287e+00, -3.1760e+02
8.54881849e+02, -9.4659e+00, -3.1768e+02
8.54912053e+02, -1.0106e+01, -3.1624e+02
8.54942258e+02, -9.6529e+00, -3.1933e+02
8.54972465e+02, -9.9109e+00, -3.1907e+02
8.55002672e+02, -1.0377e+01, -3.1590e+02
8.55032881e+02, -9.5320e+00, -3.1926e+02
8.55063091e+02, -9.9428e+00, -3.1827e+02
8.55093301e+02, -1.0079e+01, -3.1823e+02
8.55123513e+02, -9.6910e+00, -3.2041e+02
8.55153726e+02, -1.0384e+01, -3.1808e+02
8.55183940e+02, -1.0597e+01, -3.1879e+02
8.55214155e+02, -9.8596e+00, -3.2018e+02
8.55244371e+02, -1.0364e+01, -3.1688e+02
8.55274588e+02, -1.0325e+01, -3.1821e+02
8.55304806e+02, -9.9132e+00, -3.1957e+02
8.55335026e+02, -1.0724e+01, -3.1659e+02
8.55365246e+02, -1.0444e+01, -3.1822e+02
8.55395467e+02, -1.0177e+01, -3.1763e+02
8.55425690e+02, -1.0379e+01, -3.1544e+02
8.55455913e+02, -1.0012e+01, -3.1882e+02
8.55486138e+02, -1.0074e+01, -3.1682e+02
8.55516364e+02, -1.0585e+01, -3.1535e+02
8.55546591e+02, -1.0177e+01, -3.1881e+02
8.55576818e+02, -1.0113e+01, -3.1629e+02
8.55607047e+02, -1.0255e+01, -3.1506e+02
8.55637277e+02, -9.8304e+00, -3.1952e+02
8.55667508e+02, -1.0183e+01, -3.1754e+02
8.55697740e+02, -9.3129e+00, -3.1405e+02
8.55727973e+02, -9.9781e+00, -3.1932e+02
8.55758208e+02, -1.0473e+01, -3.1641e+02
8.55788443e+02, -1.0170e+01, -3.1890e+02
8.55818679e+02, -9.8338e+00, -3.2087e+02
8.55848917e+02, -1.0462e+01, -3.1688e+02
8.55879155e+02, -1.0471e+01, -3.1927e+02
8.55909395e+02, -1.0205e+01, -3.2030e+02
8.55939635e+02, -1.0585e+01, -3.1602e+02
8.55969877e+02, -1.0328e+01, -3.1921e+02
8.56000120e+02, -1.0317e+01, -3.2009e+02
8.56030364e+02, -1.0635e+01, -3.1844e+02
8.56060609e+02, -1.0323e+01, -3.1968e+02
8.56090855e+02, -1.0665e+01, -3.1715e+02
8.56121102e+02, -1.0800e+01, -3.1464e+02
8.56151350e+02, -1.0500e+01, -3.1689e+02
8.56181599e+02, -1.0329e+01, -3.1677e+02
8.56211849e+02, -1.0597e+01, -3.1612e+02
8.56242101e+02, -1.0196e+01, -3.1997e+02
8.56272353e+02, -1.0582e+01, -3.1677e+02
8.56302606e+02, -1.0594e+01, -3.1518e+02
8.56332861e+02, -1.0219e+01, -3.1840e+02
8.56363117e+02, -1.0648e+01, -3.1737e+02
8.56393373e+02, -1.0362e+01, -3.1752e+02
8.56423631e+02, -1.0110e+01, -3.2003e+02
8.56453890e+02, -1.0793e+01, -3.1545e+02
8.56484150e+02, -1.0636e+01, -3.1767e+02
8.56514411e+02, -1.0181e+01, -3.1997e+02
